term_id,term_str,n,num,stopwords,port_stem,pos_max,doc_freq,inverse_doc_freq,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,0,1,2,3
45,action,1,0,0,action,NN,1,2.6414741105040997,0.09108531415531378,0.09108531415531378,0.09108531415531378,0.09108531415531378,1.2498759938573678,0.25004588743557526,0.250045515297284,0.25003260340921746
46,acts,1,0,0,act,NNS,1,2.6414741105040997,0.058699424677868886,0.058699424677868886,0.058699424677868886,0.058699424677868886,1.2499341439320162,0.2500299056451519,0.25002058200596367,0.2500153684163509
47,actual,1,0,0,actual,JJ,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0,0.0,0.0,0.0
48,adamant,1,0,0,adam,NN,1,2.6414741105040997,0.04983913416045471,0.04983913416045471,0.04983913416045471,0.04983913416045471,0.25002079569030755,1.2499496638114658,0.25001692581514806,0.25001261468252145
49,adamantine,1,0,0,adamantin,NN,1,2.6414741105040997,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.25002375034494473,0.2500220116240451,0.25002224418261937,1.2499319938475604
50,added,1,0,0,ad,JJ,1,2.6414741105040997,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.0,0.0,0.0,0.0
51,adder,1,0,0,adder,NN,1,2.6414741105040997,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.25003933138617324,0.2500361275099841,0.25003258395289923,1.2498919571500955
52,addeth,1,0,0,addeth,NNP,1,2.6414741105040997,0.058699424677868886,0.058699424677868886,0.058699424677868886,0.058699424677868886,0.0,0.0,0.0,0.0
53,addressed,1,0,0,address,VBD,1,2.6414741105040997,0.040022335007637876,0.040022335007637876,0.040022335007637876,0.040022335007637876,0.0,0.0,0.0,0.0
54,adequate,2,0,0,adequ,JJ,2,2.3404441148401185,0.03246884774701657,0.06493769549403314,0.03246884774701657,0.034932001714031616,0.250021621802114,0.2500197085432328,0.25001930228936914,1.2499393673644583
55,adjoining,1,0,0,adjoin,JJ,1,2.6414741105040997,0.052829482210082,0.052829482210082,0.052829482210082,0.052829482210082,0.0,0.0,0.0,0.0
56,adjust,2,0,0,adjust,JJ,2,2.3404441148401185,0.0740095795243341,0.1480191590486682,0.0740095795243341,0.11144971975429135,0.0,0.0,0.0,0.0
57,adjusted,2,0,0,adjust,VBD,2,2.3404441148401185,0.05419975844892906,0.10839951689785812,0.05419975844892906,0.061590634601055745,0.0,0.0,0.0,0.0
58,adjusts,1,0,0,adjust,VBZ,1,2.6414741105040997,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.0,0.0,0.0,0.0
59,admiring,1,0,0,admir,VBG,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0,0.0,0.0,0.0
60,admit,1,0,0,admit,VB,1,2.6414741105040997,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.0,0.0,0.0,0.0
61,admitted,1,0,0,admit,VBN,1,2.6414741105040997,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.0,0.0,0.0,0.0
62,admonished,1,0,0,admonish,VBN,1,2.6414741105040997,0.058699424677868886,0.058699424677868886,0.058699424677868886,0.058699424677868886,0.0,0.0,0.0,0.0
63,admonition,1,0,0,admonit,NN,1,2.6414741105040997,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.2500134003711622,0.250014082356911,1.2489863574452769,0.25098615982605144
64,adored,1,0,0,ador,VBN,1,2.6414741105040997,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.04192816048419206,0.0,0.0,0.0,0.0
65,adown,1,0,0,adown,IN,1,2.6414741105040997,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.0,0.0,0.0,0.0
66,adroit,1,0,0,adroit,JJ,1,2.6414741105040997,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.0,0.0,0.0,0.0
67,advance,1,0,0,advanc,NN,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.25009114110029845,0.2500824403090132,0.2500731636950328,1.249753254894748
68,advanced,1,0,0,advanc,VBN,1,2.6414741105040997,0.05503071063550208,0.05503071063550208,0.05503071063550208,0.05503071063550208,0.0,0.0,0.0,0.0
69,advances,1,0,0,advanc,NNS,1,2.6414741105040997,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.25001409302569133,1.2499636683338464,0.25001360116324445,0.2500086374766649
70,adversity,1,0,0,advers,NN,1,2.6414741105040997,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.25003383008658575,1.2499145020807787,0.250030274661057,0.2500213931710018
71,affecting,1,0,0,affect,NNP,1,2.6414741105040997,0.03720386071132535,0.03720386071132535,0.03720386071132535,0.03720386071132535,0.0,0.0,0.0,0.0
72,affection,1,0,0,affect,NN,1,2.6414741105040997,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.25001340041695885,0.25001408240507184,1.248986306099018,0.25098621107835273
73,affliction,1,0,0,afflict,NN,1,2.6414741105040997,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.2500185329029333,0.2500169527987253,1.249952849819097,0.25001166447868545
74,afflicts,1,0,0,afflict,VB,1,2.6414741105040997,0.0733742808473361,0.0733742808473361,0.0733742808473361,0.0733742808473361,0.0,0.0,0.0,0.0
75,afforded,1,0,0,afford,VBD,1,2.6414741105040997,0.17609827403360664,0.17609827403360664,0.17609827403360664,0.17609827403360664,0.0,0.0,0.0,0.0
76,affords,3,0,0,afford,VBZ,3,2.164352855784437,0.05251137670585885,0.15753413011757655,0.06558645017528597,0.07463285709601507,0.0,0.0,0.0,0.0
77,affronted,1,0,0,affront,VBN,1,2.6414741105040997,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.04634165106147543,0.0,0.0,0.0,0.0
78,aforetime,1,0,0,aforetim,NNP,1,2.6414741105040997,0.024919567080227356,0.024919567080227356,0.024919567080227356,0.024919567080227356,0.0,0.0,0.0,0.0
79,afraid,8,0,0,afraid,JJ,6,1.863322860120456,0.033888135762190276,0.20332881457314164,0.03305614784527419,0.05646432909455927,0.0,0.0,0.0,0.0
80,after,9,0,1,after,IN,8,1.738384123512156,0.050407427763045826,0.4032594221043666,0.04348678232675812,0.10225788961836212,0.0,0.0,0.0,0.0
81,afternoon,12,0,0,afternoon,NN,11,1.6000814253458746,0.03328294888025838,0.3661124376828422,0.026230843038456964,0.06667005938941144,3.2539841704228416,1.2414093278895113,3.1664499138178375,5.338156587867614
82,afternoons,2,0,0,afternoon,NNS,2,2.3404441148401185,0.055991486000959774,0.11198297200191955,0.055991486000959774,0.07092254893454905,0.25008963434496295,0.25008010461670377,1.252987998039046,1.2468422629978402
83,afterwards,1,0,0,afterward,NNP,1,2.6414741105040997,0.105658964420164,0.105658964420164,0.105658964420164,0.105658964420164,0.0,0.0,0.0,0.0
84,again,19,0,1,again,RB,19,1.3627205095512707,0.032303759175724825,0.6137714243387716,0.03406801273878177,0.06489145283577478,0.0,0.0,0.0,0.0
85,against,5,0,1,against,IN,5,1.9425041061680808,0.037742897204982834,0.18871448602491417,0.028992598599523592,0.0626614227796155,0.0,0.0,0.0,0.0
86,age,1,0,0,age,NN,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.2500309234128068,1.2499221510515985,0.25002822553829934,0.25001869999671966
87,aged,2,0,0,age,VBN,2,2.3404441148401185,0.038627459687566895,0.07725491937513379,0.038627459687566895,0.04179364490785926,0.0,0.0,0.0,0.0
88,ages,4,0,0,age,NNS,4,2.0394141191761372,0.034412201007784,0.137648804031136,0.026219130094223185,0.0657875522314883,1.250870051900972,1.250492867489847,1.2486021345602087,0.2500349460473431
89,ago,5,0,0,ago,RB,5,1.9425041061680808,0.03747518191977069,0.18737590959885347,0.03349145010634622,0.05886376079297215,0.0,0.0,0.0,0.0
90,agonized,1,0,0,agon,VBD,1,2.6414741105040997,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.0,0.0,0.0,0.0
91,agonizing,1,0,0,agon,JJ,1,2.6414741105040997,0.08520884227432579,0.08520884227432579,0.08520884227432579,0.08520884227432579,0.0,0.0,0.0,0.0
92,agony,5,0,0,agoni,NN,5,1.9425041061680808,0.04239755472420663,0.21198777362103316,0.04316675791484624,0.0539584473935578,0.25007364885526745,0.2609195457550013,2.240182416378848,2.2488243890094677
93,aground,1,0,0,aground,NNP,1,2.6414741105040997,0.03301842638130125,0.03301842638130125,0.03301842638130125,0.03301842638130125,0.0,0.0,0.0,0.0
94,ah,9,0,0,ah,NNP,9,1.6872316010647745,0.04353234446594156,0.391791100193474,0.03834617275147215,0.08436158005323874,1.2482647354796992,0.2500770913337723,2.2552439610991435,1.2464142120855124
95,aid,1,0,0,aid,NN,1,2.6414741105040997,0.0733742808473361,0.0733742808473361,0.0733742808473361,0.0733742808473361,0.25003555781145126,0.2500393734252997,1.2499032792811535,0.25002178948151293
96,aided,1,0,0,aid,VBN,1,2.6414741105040997,0.04802680200916545,0.04802680200916545,0.04802680200916545,0.04802680200916545,0.0,0.0,0.0,0.0
97,ailed,1,0,0,ail,VBD,1,2.6414741105040997,0.04402456850840166,0.04402456850840166,0.04402456850840166,0.04402456850840166,0.0,0.0,0.0,0.0
98,aimed,1,0,0,aim,VBD,1,2.6414741105040997,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0754706888715457,0.0,0.0,0.0,0.0
99,air,24,0,0,air,NN,22,1.2990514296818934,0.02482382637306929,0.5461241802075244,0.02385387564611293,0.04059535717755917,1.2338240032072239,7.251072770306667,15.295776934042019,1.2193262924418429
100,aisles,1,0,0,aisl,NNS,1,2.6414741105040997,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.03261079148770493,0.2500134003824066,0.2500140823687359,1.2489863448387934,0.2509861724094657
101,ajar,5,0,0,ajar,NN,4,2.0394141191761372,0.03790574024460428,0.15162296097841713,0.03519265089173662,0.0657875522314883,1.2502380595748335,2.2497191351650008,0.2500256764663241,0.2500171287928382
102,alabaster,2,0,0,alabast,NN,2,2.3404441148401185,0.03397261194264583,0.06794522388529166,0.03397261194264583,0.03714990658476378,1.250211417714283,0.2500210912679831,1.2497536115892904,0.25001387942738984
103,alarms,1,0,0,alarm,NNS,1,2.6414741105040997,0.039424986723941784,0.039424986723941784,0.039424986723941784,0.039424986723941784,0.25001884177688244,0.2500175132715903,1.2499503743947653,0.25001327055620176
104,alas,5,0,0,ala,UH,4,2.0394141191761372,0.03911970846732558,0.1564788338693023,0.04023602324099923,0.05229266972246505,0.2500213625187626,0.2500180704936179,0.25001654118075584,2.24994402580612
105,alban,1,0,0,alban,NNP,1,2.6414741105040997,0.02780499063688526,0.02780499063688526,0.02780499063688526,0.02780499063688526,0.0,0.0,0.0,0.0
106,alcohol,1,0,0,alcohol,NN,1,2.6414741105040997,0.039424986723941784,0.039424986723941784,0.039424986723941784,0.039424986723941784,0.25001327816401603,1.2499640472311235,0.2500132935341134,0.2500093810701951
107,alibi,1,0,0,alibi,NN,1,2.6414741105040997,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.25001855980064436,0.2500165469422003,0.2500161010180235,1.2499487922383086
108,alighting,1,0,0,alight,NN,1,2.6414741105040997,0.028711675114174995,0.028711675114174995,0.028711675114174995,0.028711675114174995,0.25001745406199277,0.25001618731806746,0.25001618351604366,1.249950175103074
109,alike,1,0,0,alik,RB,1,2.6414741105040997,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.04716918054471606,0.0,0.0,0.0,0.0
110,alive,5,0,0,aliv,JJ,5,1.9425041061680808,0.05344686379695127,0.26723431898475636,0.05550011731908802,0.09712520530840404,0.0,0.0,0.0,0.0
111,all,98,0,1,all,DT,81,0.7329890916254498,0.013799804605233619,1.117784173023923,0.012637742959059478,0.028191888139440378,0.0,0.0,0.0,0.0
112,alluded,1,0,0,allud,NNP,1,2.6414741105040997,0.031076166005930585,0.031076166005930585,0.031076166005930585,0.031076166005930585,0.0,0.0,0.0,0.0
113,almanac,1,0,0,almanac,NN,1,2.6414741105040997,0.021651427135279507,0.021651427135279507,0.021651427135279507,0.021651427135279507,1.2499817801534334,0.25000661339862357,0.2500069902563336,0.2500046161911099
114,almost,14,0,0,almost,RB,14,1.4953460748258616,0.03323147437677991,0.4652406412749187,0.034850884128732815,0.04984486916086205,0.0,0.0,0.0,0.0
115,alone,10,0,0,alon,RB,9,1.6872316010647745,0.04436370606444227,0.3992733545799804,0.041151990269872554,0.08436158005323874,0.0,0.0,0.0,0.0
116,along,9,0,0,along,IN,9,1.6872316010647745,0.034576660058519657,0.3111899405266769,0.03374463202129549,0.056241053368825816,0.0,0.0,0.0,0.0
117,aloud,1,0,0,aloud,NN,1,2.6414741105040997,0.051793610009884306,0.051793610009884306,0.051793610009884306,0.051793610009884306,1.2499539179529553,0.2500177837441728,0.2500167789944005,0.2500115193079575
118,alps,4,0,0,alp,NNP,2,2.3404441148401185,0.06506253909980253,0.13012507819960506,0.06506253909980253,0.06686983185257481,0.0,0.0,0.0,0.0
119,also,4,0,0,also,RB,3,2.164352855784437,0.04064043097726483,0.12192129293179449,0.03548119435712192,0.06365743693483639,0.0,0.0,0.0,0.0
120,alter,1,0,0,alter,NNP,1,2.6414741105040997,0.0978323744631148,0.0978323744631148,0.0978323744631148,0.0978323744631148,0.0,0.0,0.0,0.0
121,altered,2,0,0,alter,JJ,2,2.3404441148401185,0.0326068065535001,0.0652136131070002,0.0326068065535001,0.03441829580647233,0.0,0.0,0.0,0.0
122,although,2,0,0,although,IN,2,2.3404441148401185,0.024719411927209438,0.049438823854418876,0.024719411927209438,0.02854200140048925,0.0,0.0,0.0,0.0
123,alway,2,0,0,alway,RB,2,2.3404441148401185,0.07431853792083037,0.14863707584166075,0.07431853792083037,0.07549819725290705,0.0,0.0,0.0,0.0
124,always,6,0,0,alway,RB,6,1.863322860120456,0.04009968806977231,0.24059812841863384,0.042133062639918846,0.05822883937876425,0.0,0.0,0.0,0.0
125,am,18,0,1,am,VBP,16,1.4373541278481747,0.02652896650353748,0.4244634640565997,0.022815144886478962,0.04355618569236893,0.0,0.0,0.0,0.0
126,amber,9,0,0,amber,NN,7,1.7963760704898426,0.043135240362054295,0.30194668253438006,0.03666073613244576,0.0945461089731496,2.255761951717214,1.2484466894941284,1.2507786039640632,2.245012754822268
127,ambuscade,1,0,0,ambuscad,NN,1,2.6414741105040997,0.03773534443577285,0.03773534443577285,0.03773534443577285,0.03773534443577285,0.25001658036737845,1.2499585946340583,0.25001430278003584,0.2500105222179723
128,ambush,1,0,0,ambush,NN,1,2.6414741105040997,0.04983913416045471,0.04983913416045471,0.04983913416045471,0.04983913416045471,0.250020171472677,0.2500183128979932,1.2499487455441893,0.2500127700845792
129,amen,1,0,0,amen,NNS,1,2.6414741105040997,0.040022335007637876,0.040022335007637876,0.040022335007637876,0.040022335007637876,0.2500270571332438,0.25002281911721363,0.25002337767888627,1.2499267460698253
130,amethyst,3,0,0,amethyst,NN,3,2.164352855784437,0.0453996445831965,0.1361989337495895,0.04162217030354687,0.06365743693483639,0.25005451006694923,1.250830708698424,0.25004893724413785,2.2490658439891673
131,amid,3,0,0,amid,IN,2,2.3404441148401185,0.030727058285198488,0.061454116570396976,0.030727058285198488,0.03391947992521911,0.0,0.0,0.0,0.0
132,amiss,1,0,0,amiss,NN,1,2.6414741105040997,0.0660368527626025,0.0660368527626025,0.0660368527626025,0.0660368527626025,1.249925210338587,0.2500283878029685,0.2500282955294302,0.25001810632848565
133,ammunition,1,0,0,ammunit,NN,1,2.6414741105040997,0.08520884227432579,0.08520884227432579,0.08520884227432579,0.08520884227432579,0.2500415485071352,0.2500375890385342,1.249893205411838,0.25002765704190405
134,among,11,0,0,among,IN,10,1.6414741105040995,0.0377886826602573,0.377886826602573,0.036252957358583256,0.06313361963477306,0.0,0.0,0.0,0.0
135,amounts,1,0,0,amount,NNS,1,2.6414741105040997,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.08804913701680332,0.2500716365376201,0.2500612303286055,0.2500674194780664,1.2497997136548178
136,ample,9,0,0,ampl,JJ,9,1.6872316010647745,0.04302637358604527,0.3872373622744074,0.046867544474021514,0.06025827146659909,0.0,0.0,0.0,0.0
137,ampler,1,0,0,ampler,NN,1,2.6414741105040997,0.03773534443577285,0.03773534443577285,0.03773534443577285,0.03773534443577285,1.2499550274168696,0.25001702612188353,0.2500175953147799,0.25001035114595416
138,amplest,1,0,0,amplest,JJ,1,2.6414741105040997,0.03475623829610657,0.03475623829610657,0.03475623829610657,0.03475623829610657,0.0,0.0,0.0,0.0
139,amplitude,1,0,0,amplitud,NN,1,2.6414741105040997,0.05503071063550208,0.05503071063550208,0.05503071063550208,0.05503071063550208,0.25002522485893136,0.2500243280297288,1.2499342384901688,0.25001620862060503
140,amulets,1,0,0,amulet,NNS,1,2.6414741105040997,0.03521965480672133,0.03521965480672133,0.03521965480672133,0.03521965480672133,0.2500204523933951,0.25001951755246304,0.2500193449636913,1.2499406850896237
141,an,105,0,1,an,DT,84,0.7171948244422179,0.017407067341618933,1.4621936566959903,0.014490262779546851,0.04482467652763862,0.0,0.0,0.0,0.0
142,analytic,1,0,0,analyt,JJ,1,2.6414741105040997,0.0211317928840328,0.0211317928840328,0.0211317928840328,0.0211317928840328,0.0,0.0,0.0,0.0
143,ancestor,1,0,0,ancestor,NN,1,2.6414741105040997,0.09108531415531378,0.09108531415531378,0.09108531415531378,0.09108531415531378,0.250025308489757,1.2499337520947473,0.25002518164557663,0.2500157577693522
144,anchor,1,0,0,anchor,VB,1,2.6414741105040997,0.03720386071132535,0.03720386071132535,0.03720386071132535,0.03720386071132535,0.0,0.0,0.0,0.0
145,ancient,1,0,0,ancient,JJ,1,2.6414741105040997,0.021651427135279507,0.021651427135279507,0.021651427135279507,0.021651427135279507,0.0,0.0,0.0,0.0
146,and,724,0,1,and,CC,282,0.19122500218473842,0.004328741650116931,1.2207051453329747,0.00398385421218205,0.013658928727481316,0.0,0.0,0.0,0.0
147,anecdotes,1,0,0,anecdot,NNS,1,2.6414741105040997,0.08254606595325312,0.08254606595325312,0.08254606595325312,0.08254606595325312,0.2500244199110992,0.25002423049914047,1.249935638821997,0.2500157107671956
148,anemone,2,0,0,anemon,NNP,2,2.3404441148401185,0.04765108756540014,0.09530217513080028,0.04765108756540014,0.07092254893454905,0.0,0.0,0.0,0.0
149,angels,16,0,0,angel,NNS,14,1.4953460748258616,0.03518270713831907,0.49255789993646704,0.03091401731843746,0.04984486916086205,4.257646524836868,2.238479530463926,1.2391301656536333,9.264743779043355
150,anger,1,0,0,anger,NNP,1,2.6414741105040997,0.06951247659221314,0.06951247659221314,0.06951247659221314,0.06951247659221314,0.0,0.0,0.0,0.0
151,angle,1,0,0,angl,NN,1,2.6414741105040997,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.03884520750741323,0.2500186624570387,1.2499505821358845,0.25001829025748346,0.25001246514903436
152,angleworm,1,0,0,angleworm,NN,1,2.6414741105040997,0.03182498928318193,0.03182498928318193,0.03182498928318193,0.03182498928318193,0.2500145444010164,0.25001325738211494,1.2499623150877843,0.2500098831285312
153,anguish,11,0,0,anguish,JJ,10,1.6414741105040995,0.040283468592883766,0.40283468592883764,0.043316677916080404,0.05471580368346998,2.2543585762212657,3.2455050335635436,0.2500794344155016,0.25005695579867265
